aX,aY,aZ,gX,gY,gZ
-0.217,-0.180,1.207,-10.498,40.527,-81.177
-0.147,-0.271,1.128,-11.169,11.902,-70.374
-0.140,-0.328,1.017,-17.639,-14.038,-66.833
-0.096,-0.363,0.939,-25.452,-32.593,-69.336
-0.104,-0.373,0.898,-32.166,-43.945,-72.754
-0.120,-0.373,0.857,-36.499,-45.288,-72.632
-0.158,-0.380,0.832,-34.241,-39.001,-67.566
-0.202,-0.433,0.827,-25.208,-27.893,-59.143
-0.202,-0.488,0.817,-11.902,-15.991,-51.758
-0.179,-0.527,0.795,4.211,-5.920,-46.814
-0.145,-0.561,0.772,20.752,-0.183,-40.039
-0.122,-0.592,0.719,32.410,0.122,-32.349
-0.113,-0.648,0.648,39.307,-2.075,-25.269
-0.094,-0.707,0.560,43.518,-5.188,-21.973
-0.052,-0.738,0.472,46.448,-6.775,-21.729
-0.016,-0.756,0.403,48.828,-5.188,-21.057
-0.008,-0.769,0.341,50.049,-0.793,-18.555
-0.002,-0.788,0.297,50.293,6.226,-15.686
0.014,-0.802,0.277,49.072,13.733,-12.817
0.030,-0.823,0.278,45.715,18.127,-9.644
0.045,-0.849,0.282,40.710,17.151,-7.690
0.053,-0.868,0.277,33.203,10.803,-7.812
0.054,-0.877,0.271,24.109,1.526,-9.033
0.057,-0.876,0.279,15.259,-6.958,-8.911
0.060,-0.878,0.292,8.667,-13.733,-6.958
0.067,-0.880,0.302,4.517,-18.799,-3.723
0.077,-0.885,0.307,3.052,-21.912,0.000
0.090,-0.892,0.316,3.418,-22.888,2.319
0.092,-0.894,0.321,4.456,-23.071,2.747
0.079,-0.882,0.328,5.188,-21.484,1.343
0.065,-0.865,0.356,6.470,-18.555,-0.122
0.054,-0.847,0.397,7.324,-15.686,-0.305
0.045,-0.838,0.441,6.775,-14.221,1.343
0.041,-0.826,0.490,6.409,-14.404,4.211
0.045,-0.821,0.536,6.531,-16.296,7.324
0.875,-0.872,-0.021,38.696,0.183,-66.040
0.872,-0.793,-0.135,38.818,-4.272,-58.655
0.792,-0.704,-0.152,32.715,-25.208,-53.040
0.674,-0.672,-0.378,23.010,-52.612,-49.866
0.530,-0.559,-0.324,26.123,-89.722,-46.997
0.354,-0.406,-0.314,38.452,-104.614,-43.762
0.296,-0.449,-0.271,55.847,-102.234,-49.255
0.312,-0.487,-0.252,64.209,-96.802,-61.157
0.306,-0.501,-0.212,68.115,-94.238,-68.542
0.125,-0.341,-0.126,65.247,-92.163,-69.214
-0.050,-0.265,-0.005,64.941,-77.881,-80.627
-0.112,-0.307,0.062,51.697,-45.349,-117.493
-0.086,-0.479,0.006,23.743,-9.583,-149.536
-0.023,-0.500,-0.102,-2.502,3.052,-143.433
-0.069,-0.495,-0.142,-14.221,-14.343,-117.004
-0.249,-0.454,-0.094,-17.212,-46.631,-88.867
-0.363,-0.376,-0.004,-24.231,-79.712,-60.425
-0.474,-0.311,0.010,-41.565,-96.680,-32.410
-0.580,-0.292,0.025,-58.228,-106.689,-3.662
-0.638,-0.241,0.030,-70.251,-115.723,27.405
-0.678,-0.175,0.086,-77.209,-128.845,65.613
-0.751,-0.106,0.178,-82.153,-143.311,114.258
-0.835,-0.039,0.247,-85.693,-151.672,163.940
-0.863,0.048,0.302,-84.290,-152.893,208.618
-0.819,0.106,0.361,-76.355,-143.250,251.160
-0.690,0.205,0.401,-62.927,-127.563,294.495
-0.501,0.300,0.488,-47.241,-110.107,336.609
-0.234,0.418,0.605,-32.227,-95.276,372.070
0.085,0.527,0.758,-20.447,-85.510,401.428
0.444,0.561,0.933,-10.803,-83.801,422.424
0.829,0.620,1.044,-7.690,-92.773,434.631
1.251,0.495,1.086,-12.695,-106.079,434.692
1.598,0.397,1.069,-16.785,-121.460,423.462
1.778,0.377,0.984,-17.822,-134.644,401.489
1.853,0.351,0.887,-23.865,-141.174,375.183
1.904,0.456,0.816,-29.480,-142.883,355.896
1.965,0.466,0.846,-28.748,-145.752,337.646
2.003,0.534,0.930,-23.560,-140.808,329.285
2.080,0.682,1.051,-17.029,-134.583,318.970
2.387,0.743,1.258,-5.798,-134.277,298.096
2.716,0.664,1.514,9.094,-142.761,267.639
2.777,0.574,1.813,19.470,-152.100,234.985
2.765,0.663,1.875,13.672,-136.902,196.228
2.867,0.667,1.493,4.639,-92.590,145.142
2.907,0.659,1.272,23.804,-60.364,95.215
2.839,0.622,1.122,41.199,-43.152,49.072
2.751,0.596,0.968,39.490,-31.006,6.958
2.639,0.567,0.872,31.799,-20.813,-31.494
2.520,0.545,0.780,23.193,-11.963,-68.787
2.389,0.524,0.700,14.709,-3.601,-104.370
2.243,0.495,0.632,7.874,3.357,-136.536
2.082,0.486,0.583,2.136,7.629,-165.649
1.905,0.481,0.548,-2.014,10.010,-192.444
1.762,0.466,0.511,-5.310,13.672,-216.553
1.653,0.426,0.484,-7.202,17.883,-237.488
1.574,0.370,0.468,-6.592,20.203,-258.179
1.495,0.346,0.436,-2.563,20.630,-280.701
1.373,0.346,0.423,3.357,17.639,-303.406
1.212,0.356,0.379,6.104,11.658,-323.059
1.017,0.361,0.336,4.272,3.357,-337.280
0.840,0.344,0.303,-1.770,-2.869,-345.093
0.706,0.292,0.308,-9.949,-3.418,-348.206
0.601,0.243,0.341,-16.113,2.502,-348.145
0.496,0.201,0.387,-18.860,10.620,-348.083
0.391,0.147,0.431,-21.667,18.188,-348.511
0.257,0.127,0.480,-25.879,23.132,-348.999
0.097,0.111,0.522,-29.663,27.405,-349.060
-0.072,0.087,0.587,-33.264,33.691,-347.473
-0.230,0.054,0.658,-37.354,43.091,-339.905
-0.370,0.003,0.708,-37.476,56.580,-325.928
-0.464,-0.056,0.772,-32.166,75.378,-306.946
-0.505,-0.113,0.834,-21.240,97.534,-284.851
-0.515,-0.168,0.894,-9.094,114.746,-261.719
-0.506,-0.206,0.942,2.075,118.347,-238.464
-0.485,-0.241,0.951,11.780,103.333,-215.576
-0.487,-0.270,0.911,14.526,68.604,-192.688
-0.520,-0.303,0.820,8.545,22.766,-167.297
-0.549,-0.351,0.735,-1.099,-15.381,-140.686
-0.532,-0.408,0.682,-9.949,-36.804,-115.723
-0.504,-0.457,0.663,-15.686,-44.128,-94.421
-0.469,-0.492,0.681,-18.738,-42.847,-76.416
-0.424,-0.505,0.695,-19.897,-37.781,-60.486
-0.340,-0.518,0.716,-18.250,-30.518,-47.424
-0.211,-0.521,0.766,-15.259,-22.827,-38.208
-0.106,-0.537,0.825,-12.695,-18.555,-33.508
-0.046,-0.555,0.828,-8.728,-17.334,-33.142
-0.032,-0.578,0.796,-2.075,-17.944,-35.828
-0.038,-0.594,0.752,1.892,-20.020,-38.757
-0.073,-0.607,0.712,1.709,-22.156,-39.673
-0.108,-0.624,0.691,-0.122,-19.287,-37.659
-0.151,-0.643,0.688,-2.014,-11.963,-32.776
-0.168,-0.661,0.682,-2.869,-1.831,-26.184
-0.157,-0.674,0.670,-2.258,9.094,-17.517
-0.110,-0.681,0.664,-3.601,17.212,-8.728
-0.030,-0.713,0.685,-5.859,21.667,-0.732
0.053,-0.684,0.730,-5.005,20.142,7.446
0.147,-0.691,0.758,-1.160,13.184,9.033
0.186,-0.723,0.738,2.991,3.113,2.380
0.186,-0.729,0.701,5.615,-7.568,-4.150
0.156,-0.738,0.662,5.981,-13.855,-8.545
0.124,-0.743,0.627,6.226,-11.475,-11.475
0.120,-0.748,0.620,7.751,-1.892,-12.146
0.126,-0.749,0.624,7.751,9.338,-9.399
0.156,-0.747,0.648,6.592,18.005,-5.432
0.207,-0.744,0.678,5.493,22.522,-1.709
0.249,-0.758,0.702,5.005,23.132,-0.793
0.251,-0.768,0.696,5.371,19.104,-3.113
0.229,-0.777,0.672,6.287,12.878,-6.226
0.215,-0.779,0.642,6.409,8.240,-7.446
0.208,-0.778,0.630,6.104,5.371,-7.812
0.199,-0.772,0.637,5.371,3.296,-7.568
0.192,-0.772,0.640,4.395,1.099,-6.714
0.177,-0.770,0.638,4.028,-1.038,-5.493
0.154,-0.769,0.626,4.211,-3.235,-4.211
0.119,-0.765,0.620,3.845,-6.042,-2.869
0.079,-0.757,0.614,2.319,-9.705,-0.549
0.036,-0.746,0.617,0.549,-11.841,2.197
0.001,-0.732,0.636,-0.183,-12.573,4.883
-0.025,-0.717,0.670,-0.977,-13.123,8.240
0.279,-0.336,0.359,39.734,-8.667,57.861
0.324,-0.385,0.259,36.377,-12.878,58.289
0.312,-0.401,0.235,22.705,-17.700,53.589
0.247,-0.398,0.260,3.479,-23.010,48.035
0.177,-0.404,0.300,-13.428,-24.109,42.236
0.263,-0.660,0.291,-25.635,-19.775,33.813
0.117,-0.498,0.273,-39.063,-12.939,11.475
-0.120,-0.419,0.290,-51.880,-15.808,-3.235
-0.138,-0.301,0.294,-65.491,-35.278,-0.793
-0.404,-0.189,0.396,-73.059,-64.026,17.517
-0.682,0.059,0.340,-62.683,-91.064,51.331
-0.539,-0.046,0.307,-44.617,-102.356,111.328
-0.047,-0.249,0.257,-35.034,-99.976,163.025
0.135,-0.563,0.284,-23.010,-87.097,172.485
0.168,-0.707,0.156,-12.207,-82.581,140.015
-0.101,-0.349,-0.028,-14.832,-87.769,93.445
-0.291,-0.256,-0.043,-32.776,-102.112,74.219
-0.294,-0.182,-0.039,-54.199,-112.000,77.271
-0.264,-0.190,0.041,-67.810,-113.770,82.764
-0.351,-0.180,0.080,-68.604,-110.657,80.688
-0.480,-0.157,0.087,-70.190,-107.178,74.768
-0.531,-0.118,0.079,-78.613,-103.088,74.951
-0.577,-0.083,0.061,-86.243,-97.900,76.477
-0.626,-0.072,-0.011,-91.736,-100.037,82.275
-0.646,-0.027,-0.093,-99.915,-114.807,93.262
-0.645,0.034,-0.099,-113.220,-141.235,107.605
-0.655,0.111,-0.026,-131.653,-176.086,122.498
-0.666,0.219,0.144,-153.992,-214.417,135.803
-0.696,0.332,0.391,-175.903,-250.732,144.409
-0.719,0.489,0.653,-193.665,-280.029,148.499
-0.717,0.603,0.845,-204.590,-298.767,148.071
-0.741,0.712,0.952,-210.083,-305.664,143.066
-0.833,0.788,1.053,-207.703,-293.701,136.902
-0.960,0.858,1.231,-196.472,-264.099,131.836
-0.992,0.935,1.445,-180.603,-230.164,129.395
-0.808,0.970,1.718,-162.781,-203.918,127.930
-0.815,1.044,1.772,-142.090,-199.890,121.277
-0.838,1.022,1.866,-118.896,-200.439,113.159
-0.898,1.064,1.991,-111.694,-208.862,102.905
-1.056,1.195,2.132,-111.145,-222.412,92.041
-1.199,1.260,2.289,-98.511,-218.567,85.632
-1.193,1.341,2.429,-83.923,-199.890,79.285
-1.159,1.453,2.574,-71.716,-175.598,69.702
-1.180,1.543,2.667,-55.359,-149.109,55.969
-1.146,1.602,2.731,-38.513,-116.699,39.551
-1.061,1.649,2.786,-22.766,-78.918,20.996
-0.977,1.661,2.777,-4.761,-41.565,0.793
-0.926,1.657,2.703,15.625,-6.348,-20.264
-0.879,1.625,2.602,35.278,22.400,-40.527
-0.860,1.572,2.494,52.490,41.504,-57.007
-0.834,1.510,2.377,68.481,51.758,-67.322
-0.775,1.456,2.250,85.815,56.152,-72.998
-0.702,1.407,2.115,103.271,57.556,-77.698
-0.704,1.409,1.903,118.896,56.458,-84.167
-0.607,1.296,1.821,137.573,62.866,-91.858
-0.603,1.259,1.669,151.062,58.960,-108.337
-0.598,1.201,1.565,164.490,57.373,-127.075
-0.611,1.161,1.474,178.467,60.303,-141.785
-0.630,1.142,1.427,188.293,63.477,-153.992
-0.676,1.124,1.435,195.862,66.162,-164.734
-0.753,1.091,1.441,205.688,66.711,-172.485
-0.830,1.067,1.388,219.055,64.880,-175.781
-0.887,1.028,1.312,231.995,60.425,-176.086
-0.916,0.973,1.215,241.943,53.101,-173.889
-0.946,0.890,1.111,248.596,42.419,-167.664
-0.990,0.807,1.020,255.310,29.541,-155.823
-0.983,0.748,0.858,265.137,18.433,-140.869
-0.956,0.667,0.606,277.893,5.920,-127.075
-0.953,0.573,0.377,286.560,-9.460,-115.295
-0.944,0.470,0.207,285.095,-21.118,-107.971
-0.986,0.379,0.086,278.015,-21.545,-102.539
-1.040,0.241,-0.044,275.452,-8.362,-100.464
-1.094,0.076,-0.214,278.992,13.184,-98.511
-1.105,-0.084,-0.435,284.241,32.349,-91.553
-1.092,-0.261,-0.675,282.593,39.368,-78.369
-1.152,-0.306,-0.914,269.653,37.659,-62.317
-1.248,-0.467,-1.075,256.104,45.959,-43.091
-1.306,-0.692,-1.179,244.934,80.872,-22.949
-1.353,-0.939,-1.223,216.003,128.906,-16.418
-1.343,-1.012,-1.137,175.415,183.167,-23.071
-1.058,-1.225,-0.716,132.568,218.201,-32.104
-0.970,-0.932,-0.545,81.116,181.458,-47.546
-0.979,-0.666,-0.233,59.631,98.877,-47.729
-0.966,-0.581,-0.116,70.923,25.818,-13.855
-0.822,-0.560,-0.135,77.698,-20.020,19.287
-0.648,-0.548,-0.212,80.505,-43.213,39.551
-0.522,-0.603,-0.311,73.242,-50.537,45.044
-0.490,-0.670,-0.336,55.603,-32.898,35.950
-0.487,-0.694,-0.281,34.607,1.709,16.235
-0.516,-0.702,-0.214,15.442,43.823,-3.540
-0.534,-0.700,-0.152,0.916,83.252,-18.921
-0.558,-0.695,-0.079,-11.597,107.056,-28.442
-0.590,-0.670,0.026,-24.231,110.779,-29.846
-0.716,-0.773,0.237,-35.095,99.854,-21.912
-0.623,-0.529,0.335,-36.682,80.017,-7.568
-0.397,-0.418,0.451,-27.222,51.392,10.315
-0.308,-0.387,0.541,-25.024,13.855,27.466
-0.287,-0.369,0.597,-17.029,-21.301,37.354
-0.284,-0.345,0.612,-7.324,-45.837,41.382
-0.280,-0.326,0.620,-3.174,-58.594,40.955
-0.149,-0.538,0.820,-7.324,-62.744,35.400
-0.226,-0.314,0.761,-27.893,-73.486,14.282
-0.342,-0.254,0.901,-35.217,-80.505,-3.540
-0.445,-0.292,0.960,-17.029,-72.021,-2.197
-0.479,-0.328,0.915,-7.812,-54.321,3.845
-0.493,-0.405,0.870,0.671,-36.377,13.367
-0.469,-0.470,0.841,5.127,-23.010,22.583
-0.417,-0.486,0.817,3.967,-14.343,27.710
-0.376,-0.485,0.821,0.183,-9.399,30.029
-0.350,-0.481,0.842,-3.357,-7.507,31.006
-0.341,-0.474,0.856,-4.944,-7.202,30.945
-0.302,-0.462,0.838,-5.066,-6.897,29.602
-0.245,-0.424,0.828,-6.042,-6.226,26.672
-0.219,-0.410,0.844,-8.850,-3.906,19.653
-0.239,-0.425,0.887,-12.024,3.662,9.460
-0.264,-0.438,0.919,-10.864,15.076,0.793
-0.265,-0.442,0.912,-4.700,23.621,-5.188
-0.280,-0.471,0.860,2.014,26.001,-7.690
-0.325,-0.517,0.796,6.531,23.987,-8.179
0.364,-0.186,0.865,24.963,85.388,-5.798
0.367,-0.205,0.802,30.579,95.520,-2.747
0.380,-0.228,0.733,36.194,105.042,-0.305
0.392,-0.227,0.651,38.757,108.459,0.427
0.387,-0.243,0.592,41.870,105.652,1.648
0.335,-0.284,0.537,48.218,98.145,4.395
0.241,-0.339,0.480,55.054,86.853,9.338
0.127,-0.376,0.414,58.167,75.562,16.479
0.036,-0.371,0.353,58.777,70.740,23.865
-0.015,-0.348,0.300,60.852,75.500,31.677
-0.051,-0.366,0.240,66.162,83.923,43.091
-0.089,-0.408,0.204,71.472,89.600,56.213
-0.115,-0.451,0.150,70.740,89.844,66.711
-0.152,-0.448,0.105,63.110,85.449,76.843
-0.195,-0.443,0.096,54.382,79.224,83.130
-0.169,-0.520,0.093,46.021,74.524,84.106
-0.246,-0.497,0.087,36.011,72.449,91.858
-0.314,-0.460,0.051,25.513,68.542,102.661
-0.371,-0.432,0.046,15.259,59.082,117.554
-0.455,-0.415,0.038,6.714,41.870,139.893
-0.559,-0.399,0.032,2.380,17.944,165.222
-0.661,-0.370,0.067,3.357,-11.841,188.110
-0.711,-0.342,0.103,5.737,-45.044,214.539
-0.743,-0.303,0.137,4.883,-77.209,248.413
-0.757,-0.255,0.158,4.272,-104.614,283.936
-0.781,-0.179,0.165,6.226,-124.146,317.139
-0.803,-0.108,0.158,9.033,-138.977,347.168
-0.807,-0.064,0.147,6.042,-152.649,376.099
-0.804,-0.005,0.133,-5.981,-163.940,403.198
-0.767,0.092,0.066,-24.353,-171.082,422.119
-0.738,0.159,0.068,-49.805,-172.974,428.650
-0.868,0.507,0.333,-83.374,-164.734,419.617
-0.952,0.834,0.516,-109.436,-145.386,412.781
-0.912,1.153,0.733,-117.981,-113.464,412.842
-0.734,1.494,0.995,-123.108,-83.984,410.645
-0.391,1.778,1.211,-121.887,-65.063,405.090
-0.052,2.052,1.403,-112.488,-60.425,394.104
0.167,2.157,1.505,-100.464,-77.271,388.123
0.227,2.158,1.596,-87.036,-102.905,388.916
0.222,2.193,1.685,-68.420,-114.624,384.094
0.326,2.166,1.731,-45.349,-110.718,369.141
0.437,2.173,1.726,-19.958,-96.069,349.060
0.468,2.244,1.696,-2.686,-84.290,327.087
0.515,2.361,1.695,1.404,-78.979,305.969
0.624,2.521,1.711,-6.348,-76.355,290.710
0.757,2.719,1.745,-17.944,-70.679,277.466
0.918,2.920,1.797,-28.076,-61.157,260.742
1.101,3.091,1.827,-34.485,-51.636,238.770
1.241,3.209,1.814,-34.668,-41.992,211.731
1.305,3.297,1.758,-28.442,-32.227,178.650
1.354,3.333,1.698,-19.165,-22.522,140.991
1.438,3.333,1.632,-10.986,-14.343,101.868
1.519,3.286,1.547,-4.944,-6.897,56.580
1.440,3.189,1.436,2.747,-1.831,5.310
1.301,3.020,1.298,14.160,6.958,-42.358
1.140,2.863,1.127,27.161,19.714,-87.219
0.916,2.681,0.969,36.682,28.809,-127.075
0.747,2.515,0.850,39.001,31.982,-163.208
0.581,2.369,0.770,33.630,31.372,-191.956
0.457,2.235,0.753,24.780,32.593,-215.027
0.380,2.133,0.775,13.916,38.330,-239.868
0.346,2.078,0.824,0.916,40.466,-264.465
0.321,2.054,0.889,-10.010,35.278,-288.208
0.297,2.004,0.961,-13.245,28.931,-311.279
0.264,1.936,1.015,-10.925,23.682,-334.839
0.214,1.864,1.054,-4.333,21.423,-359.680
0.146,1.781,1.060,5.188,23.560,-382.874
0.065,1.681,1.035,17.517,29.297,-402.649
-0.033,1.572,0.970,30.640,35.156,-419.983
-0.154,1.444,0.873,42.358,39.551,-433.289
-0.253,1.302,0.774,49.377,43.274,-440.979
-0.327,1.195,0.665,50.598,49.072,-443.481
-0.407,1.042,0.580,46.021,57.129,-443.787
-0.454,0.905,0.536,34.607,64.880,-443.420
-0.501,0.768,0.533,20.569,73.425,-440.308
-0.564,0.632,0.549,5.859,85.815,-433.960
-0.625,0.510,0.573,-8.118,101.440,-424.805
-0.694,0.412,0.623,-21.118,115.845,-413.452
-0.739,0.347,0.653,-26.855,122.864,-399.658
-0.819,0.248,0.687,-17.761,114.685,-382.996
-0.906,0.129,0.673,6.226,83.862,-365.662
-0.992,-0.011,0.616,39.551,35.950,-347.107
-1.040,-0.189,0.556,69.641,-17.151,-322.815
-1.059,-0.363,0.534,85.144,-60.791,-293.518
-1.040,-0.490,0.598,83.008,-84.351,-260.376
-0.967,-0.536,0.722,68.115,-83.801,-225.098
-0.846,-0.579,0.870,48.340,-64.697,-190.857
-0.705,-0.601,1.020,30.579,-34.668,-159.912
-0.550,-0.580,1.108,18.555,-2.808,-132.690
-0.427,-0.496,1.098,14.893,23.193,-111.572
-0.307,-0.403,1.007,18.311,43.823,-96.558
-0.202,-0.331,0.874,22.522,58.289,-86.365
-0.121,-0.299,0.730,23.437,65.979,-78.979
-0.063,-0.309,0.608,22.400,68.481,-72.937
-0.012,-0.351,0.513,22.644,65.186,-68.726
0.040,-0.386,0.443,21.973,55.969,-64.331
0.073,-0.422,0.408,20.691,42.419,-59.631
0.096,-0.451,0.395,19.836,29.541,-54.443
0.120,-0.485,0.400,19.409,19.714,-48.462
0.149,-0.525,0.418,18.555,12.268,-40.833
0.182,-0.549,0.451,16.235,7.385,-31.311
0.246,-0.531,0.472,13.733,7.935,-21.301
0.342,-0.502,0.488,10.742,12.024,-13.550
0.399,-0.460,0.491,7.690,16.785,-8.789
0.427,-0.456,0.471,6.897,24.475,-6.287
0.432,-0.475,0.451,6.897,32.715,-5.005
0.433,-0.492,0.427,4.761,39.551,-3.723
0.459,-0.496,0.400,-0.122,45.410,-3.479
0.494,-0.517,0.398,-6.775,49.927,-5.859
0.519,-0.528,0.431,-13.489,53.345,-9.338
0.540,-0.523,0.466,-16.174,55.725,-11.108
0.559,-0.501,0.472,-13.916,51.147,-10.925
0.577,-0.491,0.448,-7.202,41.260,-10.681
0.576,-0.496,0.424,-1.038,29.297,-8.972
0.584,-0.504,0.425,1.099,17.944,-5.371
0.618,-0.500,0.464,-0.488,11.780,-1.099
0.659,-0.489,0.515,-2.625,9.155,0.793
0.673,-0.471,0.555,-2.258,7.080,1.404
0.670,-0.462,0.575,0.854,5.249,1.099
0.367,-0.205,0.802,30.579,95.520,-2.747
0.380,-0.228,0.733,36.194,105.042,-0.305
0.392,-0.227,0.651,38.757,108.459,0.427
0.387,-0.243,0.592,41.870,105.652,1.648
0.335,-0.284,0.537,48.218,98.145,4.395
0.241,-0.339,0.480,55.054,86.853,9.338
0.127,-0.376,0.414,58.167,75.562,16.479
0.036,-0.371,0.353,58.777,70.740,23.865
-0.015,-0.348,0.300,60.852,75.500,31.677
-0.051,-0.366,0.240,66.162,83.923,43.091
-0.089,-0.408,0.204,71.472,89.600,56.213
-0.115,-0.451,0.150,70.740,89.844,66.711
-0.152,-0.448,0.105,63.110,85.449,76.843
-0.195,-0.443,0.096,54.382,79.224,83.130
-0.169,-0.520,0.093,46.021,74.524,84.106
-0.246,-0.497,0.087,36.011,72.449,91.858
-0.314,-0.460,0.051,25.513,68.542,102.661
-0.371,-0.432,0.046,15.259,59.082,117.554
-0.455,-0.415,0.038,6.714,41.870,139.893
-0.559,-0.399,0.032,2.380,17.944,165.222
-0.661,-0.370,0.067,3.357,-11.841,188.110
-0.711,-0.342,0.103,5.737,-45.044,214.539
-0.743,-0.303,0.137,4.883,-77.209,248.413
-0.757,-0.255,0.158,4.272,-104.614,283.936
-0.781,-0.179,0.165,6.226,-124.146,317.139
-0.803,-0.108,0.158,9.033,-138.977,347.168
-0.807,-0.064,0.147,6.042,-152.649,376.099
-0.804,-0.005,0.133,-5.981,-163.940,403.198
-0.767,0.092,0.066,-24.353,-171.082,422.119
-0.738,0.159,0.068,-49.805,-172.974,428.650
-0.868,0.507,0.333,-83.374,-164.734,419.617
-0.952,0.834,0.516,-109.436,-145.386,412.781
-0.912,1.153,0.733,-117.981,-113.464,412.842
-0.734,1.494,0.995,-123.108,-83.984,410.645
-0.391,1.778,1.211,-121.887,-65.063,405.090
-0.052,2.052,1.403,-112.488,-60.425,394.104
0.167,2.157,1.505,-100.464,-77.271,388.123
0.227,2.158,1.596,-87.036,-102.905,388.916
0.222,2.193,1.685,-68.420,-114.624,384.094
1.555,2.028,2.332,63.110,-49.683,169.434
1.683,2.090,2.250,58.655,-21.851,150.757
1.807,2.165,2.165,51.575,10.803,129.089
2.023,2.236,2.069,43.640,42.053,102.478
1.962,2.227,1.838,39.551,70.862,72.266
2.249,2.313,1.740,45.288,100.403,20.264
2.084,2.266,1.445,44.739,103.210,-16.479
2.082,2.220,1.183,45.654,120.911,-65.063
1.910,2.107,0.962,50.476,125.000,-116.577
1.634,1.975,0.792,50.415,118.591,-160.950
1.412,1.813,0.665,49.683,112.488,-201.660
1.236,1.668,0.579,49.866,108.154,-234.375
1.094,1.554,0.525,50.232,99.792,-256.897
0.983,1.471,0.483,47.180,89.417,-270.935
0.922,1.389,0.481,39.307,79.407,-279.297
